id	quarter	plot.number	plot.part	taxpayer.men	taxpayer.women	no.tax.men	no.tax.women	in.russia.men	in.russia.women	total.men	total.women	owner	rent	other	orthodox	other.christian	other.religion	draftee
383	2	89		1	1	1	0	0	0	2	1	0	3	0	0	0	0	0
384	2	89		1	1	0	0	0	0	1	1	0	2	0	0	0	0	0
385	2	89		1	1	0	0	0	0	1	1	0	0	2	0	0	0	0
386	2	89		1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
387	2	89		1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
388	2	89		1	0	0	1	0	0	1	1	0	0	2	0	0	0	0
389	2	89		1	1	0	1	0	0	1	2	0	3	0	0	0	0	0
390	2	90		1	4	2	3	0	0	3	7	7	3	0	7	0	0	0
391	2	90		2	1	0	0	0	0	2	1	0	1	2	0	0	0	0
392	2	92		5	7	1	2	0	0	6	9	8	7	0	0	0	0	0
393	2	92		1	3	0	3	0	0	1	6	0	7	0	0	0	0	0
394	2	92		1	1	0	0	0	0	1	1	0	2	0	0	0	0	0
395	2	92		1	1	0	0	0	0	1	1	0	2	0	0	0	0	0
396	2	92		0	0	1	0	0	0	1	0	1	0	0	0	0	0	0
397	2	92		0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
398	2	93		1	3	0	0	0	0	1	3	3	1	0	3	0	0	0
399	2	93		1	2	1	0	0	0	2	2	4	0	0	4	0	0	0
400	2	93		1	3	2	1	0	0	3	4	5	2	0	0	0	0	0
401	2	93		1	1	1	2	0	0	2	3	5	0	0	0	0	0	0
402	2	93		0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
403	2	93		0	3	0	0	0	0	0	3	0	3	0	2	0	0	0
404	2	93		1	1	2	0	0	0	3	1	0	0	4	0	0	0	0
405	2	93		1	1	0	2	0	0	1	3	4	0	0	0	0	0	0
406	2	93		1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
407	2	94		1	1	0	0	0	0	1	1	0	2	0	0	0	0	0
408	2	94		2	1	2	1	0	0	4	2	5	1	0	0	0	0	0
409	2	94		1	1	1	1	0	0	2	2	4	0	0	0	0	0	0
410	2	94		1	1	1	0	0	0	2	1	3	0	0	0	0	0	0
411	2	94		1	1	0	0	0	0	1	1	0	0	2	0	0	0	0
412	2	94		0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
413	2	96		3	5	1	2	0	0	4	7	9	2	0	0	0	0	0
414	2	96		1	1	0	0	0	0	1	1	2	0	0	0	0	0	0
415	2	96		3	1	1	3	0	0	4	4	7	1	0	0	0	0	0
416	2	96		0	1	0	1	0	0	0	2	2	0	0	0	0	0	0
417	2	96		0	1	0	0	0	0	0	1	0	0	1	0	0	0	0
418	2	96		0	1	0	0	0	0	0	1	0	0	1	0	0	0	0
419	2	96		0	1	0	0	0	0	0	1	0	0	1	0	0	0	0
420	2	96		0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
421	2	96		0	1	2	3	0	0	2	4	6	0	0	6	0	0	0
422	2	97		1	2	0	2	0	0	1	4	5	0	0	0	0	0	0
423	2	97		0	2	0	0	0	0	0	2	2	0	0	0	0	0	0
424	2	97		1	1	1	2	0	0	2	3	5	0	0	0	0	0	0
425	2	97		0	0	1	0	0	0	1	0	1	0	0	0	0	0	0
426	2	98		0	2	0	1	0	0	0	3	0	3	0	0	0	0	0
427	2	98		1	1	0	0	0	0	1	1	0	2	0	0	0	0	0
428	2	99		2	5	0	0	0	0	2	5	6	1	0	0	0	0	0
429	2	99		3	5	0	0	0	0	3	5	7	1	0	6	0	0	0
430	2	102		0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
431	2	102		0	3	1	1	0	0	1	4	3	2	0	0	0	0	0
432	2	102		1	3	1	2	0	0	2	5	5	2	0	0	0	0	0
433	2	102		1	1	0	0	0	0	1	1	2	0	0	0	0	0	0
434	2	102		1	1	0	0	0	0	1	1	0	2	0	0	0	0	0
435	2	102		1	1	1	3	0	0	2	4	6	0	0	0	0	0	0
436	2	102		1	1	2	4	0	0	3	5	7	1	0	0	0	0	0
437	2	102		1	1	0	0	0	0	1	1	0	2	0	0	0	0	0
438	2	102		1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
439	2	102		0	1	0	0	0	0	0	1	0	0	1	0	0	0	0
440	2	103		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
441	2	104		0	3	0	0	0	0	0	3	3	0	0	0	0	0	0
442	2	104		0	2	0	0	0	0	0	2	0	2	0	0	0	0	0
443	2	104		0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
444	2	104		2	2	1	1	0	0	3	3	0	6	0	0	0	0	0
445	2	104		0	0	3	4	0	0	3	4	6	1	0	0	0	0	0
446	2	104		1	1	1	0	0	0	2	1	3	0	0	0	0	0	0
447	2	106		0	3	1	1	0	0	1	4	3	2	0	3	0	0	0
448	2	106		1	2	0	1	0	0	1	3	3	1	0	3	0	0	0
449	3	108		3	7	0	3	0	0	3	10	6	7	0	0	0	0	1
450	3	108		1	1	0	1	0	0	1	2	2	1	0	0	0	0	0
451	3	108		2	3	0	1	0	0	2	4	5	1	0	0	0	0	0
452	3	108		0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
453	3	108		1	2	0	0	0	0	1	2	2	1	0	2	0	0	0
454	3	108		1	3	0	0	0	0	1	3	3	1	0	0	0	0	0
455	3	108		1	4	0	0	0	0	1	4	4	1	0	0	0	0	0
456	3	108		1	1	0	1	0	0	1	2	0	0	3	0	0	0	0
457	3	108		1	1	1	2	0	0	2	3	0	0	5	0	0	0	0
458	3	109		5	4	2	3	0	0	7	7	5	9	0	0	0	0	1
459	3	109		1	1	0	0	0	0	1	1	2	0	0	0	0	0	0
460	3	109		0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
461	3	109		0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
462	3	110		1	5	2	2	0	0	3	7	6	4	0	1	0	0	0
463	3	111		2	5	4	4	0	0	6	9	7	8	0	0	0	0	0
464	3	111		1	3	3	5	0	0	4	8	10	2	0	0	0	0	0
465	3	111		0	5	0	0	0	0	0	5	4	1	1	0	0	0	0
466	3	111		2	2	1	3	0	0	3	5	6	2	0	0	0	0	0
467	3	111		0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
468	3	111		3	1	0	0	0	0	3	1	3	1	0	0	0	0	0
469	3	112		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
470	3	113		3	6	1	3	0	0	4	9	8	5	0	8	0	0	0
471	3	114		2	3	1	1	0	0	3	4	5	2	0	1	0	0	0
472	3	114		1	2	0	0	0	0	1	2	2	1	0	0	0	0	0
473	3	114		1	4	0	1	0	0	1	5	4	2	0	1	0	0	1
474	3	114		0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
475	3	114		1	1	0	0	0	0	1	1	0	2	0	0	0	0	0
476	3	114		1	1	2	1	0	0	3	2	0	5	0	0	0	0	0
477	3	114		1	1	0	0	0	0	1	1	2	0	0	0	0	0	0
478	3	114		2	1	0	0	0	0	2	1	0	0	3	0	0	0	0
479	3	116		2	1	3	0	0	0	5	1	6	0	0	0	0	0	0
480	3	116		1	1	0	0	0	0	1	1	2	0	0	0	0	0	0
481	3	116		2	1	2	2	0	0	4	2	7	0	0	0	0	0	0
482	3	116		1	1	3	2	0	0	4	3	7	0	0	0	0	0	0
483	3	116		1	1	1	2	0	0	2	3	5	0	0	5	0	0	0
484	3	116		1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
485	3	116		1	1	0	0	0	0	1	1	2	0	0	0	0	0	0
486	3	116		1	1	0	0	0	0	1	1	2	0	0	0	0	0	0
487	3	116		1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
488	3	116		1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
489	3	116		1	2	1	4	0	0	2	6	7	1	0	0	0	0	0
490	3	116		1	1	3	2	0	0	4	3	7	0	0	0	0	0	0
491	3	116		1	1	1	0	0	0	2	1	3	0	0	0	0	0	0
492	3	116		1	1	2	0	0	0	3	1	4	0	0	0	0	0	0
493	3	116		1	1	0	1	0	0	1	2	3	0	0	0	0	0	0
494	3	116		1	1	0	0	0	0	1	1	2	0	0	0	0	0	0
495	3	116		1	1	1	1	0	0	2	2	4	0	0	0	0	0	0
496	3	116		1	2	2	0	0	0	3	2	5	0	0	0	0	0	0
497	3	116		1	1	0	1	0	0	1	2	3	0	0	0	0	0	0
498	3	116		1	1	2	0	0	0	3	1	4	0	0	0	0	0	0
499	3	116		1	2	0	0	0	0	1	2	3	0	0	0	0	0	0
500	3	116		1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
501	3	116		1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
502	3	116		1	0	0	0	0	0	1	0	0	0	1	1	0	0	0
503	3	116		0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
504	3	117		6	11	4	1	0	0	10	12	5	17	0	5	1	0	0
505	3	117		0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
506	3	117		5	4	0	0	0	0	5	4	0	9	0	2	0	0	0
507	3	118		0	4	4	1	0	0	4	5	6	3	0	2	0	0	0
508	3	118		1	2	0	1	0	0	1	3	3	1	0	0	0	0	0
509	3	118		0	1	0	0	0	0	0	1	1	0	0	1	0	0	0
510	3	118		0	2	0	0	0	0	0	2	1	1	0	0	0	0	0
511	3	118		1	2	1	4	0	0	2	6	8	0	0	0	0	0	0
512	3	118		0	2	0	0	0	0	0	2	2	0	0	0	0	0	0
513	3	118		0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
514	3	119		4	7	2	2	0	0	6	9	10	5	0	0	0	0	1
515	3	119		1	1	0	0	0	0	1	1	1	1	0	0	0	0	0
516	3	119		1	1	0	0	0	0	1	1	2	0	0	0	0	0	0
517	3	120		1	4	2	0	0	0	3	4	4	3	0	4	0	0	0
518	3	120		3	2	0	3	0	0	3	5	4	4	0	0	0	0	0
519	3	120		0	2	0	0	0	0	0	2	2	0	0	0	0	0	0
520	3	120		0	0	1	0	0	0	1	0	1	0	0	1	0	0	0
521	3	120		2	2	1	1	0	0	3	3	6	0	0	0	0	0	0
522	3	121		1	2	1	2	0	0	2	4	3	3	0	0	0	0	1
523	3	121		1	1	0	3	0	0	1	4	0	5	0	0	0	0	0
524	3	122		6	1	1	1	0	0	7	2	4	5	0	0	0	0	0
525	3	122		1	1	0	1	0	0	1	2	2	1	0	0	0	0	0
526	3	122		1	1	0	1	0	0	1	2	3	0	0	0	0	0	0
527	3	123		1	2	2	3	0	0	3	5	7	1	0	0	0	0	0
528	3	123		1	3	1	0	0	0	2	3	3	2	0	0	0	0	0
529	3	123		0	0	2	3	0	0	2	3	0	0	5	0	0	0	0
530	3	124		0	2	0	3	0	0	0	5	4	1	0	0	0	0	0
531	3	124		1	3	1	1	0	0	2	4	5	1	0	0	0	0	0
532	3	124		2	0	0	0	0	0	2	0	2	0	0	0	0	0	0
533	3	124		1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
534	3	124		1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
535	3	125		0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
536	3	126		1	2	0	0	0	0	1	2	3	0	0	0	0	0	0
537	3	126		1	3	2	2	0	0	3	5	6	2	0	0	0	0	0
538	3	126		0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
539	3	126		0	1	0	0	0	0	1	0	1	0	1	0	0	0	0
540	3	126		2	1	0	0	0	0	2	1	3	0	0	1	0	0	0
541	3	126		1	1	0	2	0	0	1	3	4	0	0	0	0	0	0
542	3	126		1	1	0	0	0	0	1	1	0	0	2	0	0	0	0
543	3	127		0	3	0	0	0	0	0	3	3	0	0	3	0	0	0
544	3	127		3	0	0	0	0	0	3	0	3	0	3	0	0	0	0
545	3	127		2	6	3	0	0	0	5	6	9	2	0	0	0	0	0
546	3	127		1	1	1	0	0	0	2	1	3	0	0	0	0	0	0
547	3	127		2	0	0	0	0	0	2	0	1	1	0	0	0	0	0
548	3	127		0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
549	3	127		1	1	0	1	0	0	1	2	1	2	0	0	0	0	0
550	3	127		1	1	0	0	0	0	1	1	0	0	2	0	0	0	0
551	3	127		1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
552	3	127		2	2	0	2	0	0	2	4	0	0	6	0	0	0	1
553	3	128		3	5	4	1	0	0	7	6	1	12	0	0	0	0	0
554	3	128		1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
555	3	128		1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
556	3	129		2	6	4	2	0	0	6	8	11	3	0	2	0	0	0
557	3	129		1	2	0	0	0	0	1	2	2	1	0	0	0	0	0
558	3	129		1	1	0	0	0	0	1	1	0	0	2	0	0	0	0
559	3	129		2	1	2	1	0	0	4	2	5	1	0	0	0	0	0
560	3	130		1	1	0	0	0	0	1	1	2	0	0	0	0	0	0
561	3	130		1	1	1	0	0	0	2	1	0	3	0	0	0	0	0
562	3	130		1	1	0	0	0	0	1	1	2	0	0	0	0	0	0
563	3	130		1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
564	3	131		2	5	0	4	0	0	2	9	7	4	0	0	0	0	0
565	3	131		1	1	2	3	0	0	3	4	7	0	0	0	0	0	0
566	3	133		1	3	2	1	0	0	3	4	5	2	0	0	0	0	0
567	3	133		0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
568	3	133		1	1	0	2	0	0	1	3	0	0	4	0	0	0	0
569	3	133		1	2	2	0	0	0	3	2	4	1	0	0	0	0	0
570	3	133		0	2	0	0	0	0	0	2	0	0	2	0	0	0	0
571	3	133		0	1	0	2	0	0	0	3	3	0	0	0	0	0	0
572	3	133		0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
573	3	134		1	2	2	1	0	0	3	3	5	1	0	0	0	0	0
574	3	134		1	1	2	0	0	0	3	1	0	4	0	0	0	0	0
575	3	134		1	1	0	1	0	0	1	2	0	3	0	0	0	0	0
576	3	134		1	1	0	1	0	0	1	2	0	3	0	0	0	0	0
577	3	134		1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
578	3	134		1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
579	3	134		1	1	1	1	0	0	2	2	0	4	0	0	0	0	0
580	3	134		1	1	0	1	0	0	1	2	0	3	0	0	0	0	0
581	3	134		1	1	1	2	0	0	2	3	0	5	0	0	0	0	0
582	3	134		1	1	0	1	0	0	1	2	0	3	0	0	0	0	0
583	3	134		0	0	2	3	0	0	2	3	0	0	5	0	0	0	0
584	3	135		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
585	3	136		0	2	0	0	0	0	0	2	1	1	0	0	0	0	0
586	3	136		2	5	1	2	0	0	3	7	4	6	0	0	0	0	0
587	3	136		1	3	1	5	0	0	3	8	7	3	0	0	0	0	0
588	3	136		0	2	0	1	0	0	0	3	1	2	0	0	0	0	0
589	3	136		0	1	0	1	0	0	0	2	1	1	0	0	0	0	0
590	3	136		1	1	2	0	0	0	3	1	0	4	0	0	0	0	0
591	3	138		1	1	0	1	0	0	1	2	3	0	0	0	0	0	0
592	3	138		1	1	0	1	0	0	1	2	3	0	0	0	0	0	0
593	3	138		1	1	0	0	0	0	1	1	2	0	0	0	0	0	0
594	3	138		1	1	0	1	0	0	1	2	0	3	0	0	0	0	0
595	3	138		1	1	0	1	0	0	1	2	0	0	3	0	0	0	0
596	3	149		1	1	0	0	0	0	1	1	2	0	0	0	0	0	0
597	3	149		1	1	2	2	0	0	3	3	6	0	0	0	0	0	0
598	3	154		1	1	0	0	0	0	1	1	1	1	0	0	0	0	0
599	3	154		1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
600	3	154		2	3	0	1	0	0	2	4	5	1	0	4	0	0	0
601	3	154		1	1	0	1	0	0	1	2	0	3	0	0	0	0	0
602	3	154		1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
603	3	163		3	1	1	0	0	0	4	1	0	5	0	0	0	0	0
604	3	163		1	1	0	1	0	0	1	2	0	0	3	0	0	0	0
605	3	163		1	1	0	0	0	0	1	1	0	0	2	0	0	0	0
606	3	163		1	1	0	0	0	0	1	1	0	0	2	0	0	0	0
607	3	164		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
608	3	166		1	2	2	0	0	0	3	1	0	4	0	0	0	0	0
609	3	166		1	1	2	2	0	0	3	3	0	0	6	0	0	0	0
610	3	166		1	1	2	4	0	0	3	5	0	8	0	0	0	0	0
611	3	166		1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
612	3	166		2	2	0	0	0	0	2	2	0	4	0	0	0	0	1
613	3	166		0	0	3	2	0	0	3	2	0	0	5	0	0	0	0
614	3	166		0	1	0	0	0	0	0	1	0	0	1	0	0	0	0
615	3	166		1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
616	3	166		1	1	2	0	0	0	3	1	0	0	4	0	0	0	0
617	3	166		1	1	2	1	0	0	3	2	0	0	5	0	0	0	0
618	3	166		1	2	0	0	0	0	0	2	2	0	0	0	0	0	0
619	3	166		1	1	1	0	0	0	2	1	0	3	0	0	0	0	0
620	3	166		1	1	0	0	0	0	1	1	0	0	2	0	0	0	0
621	3	166		0	1	0	0	0	0	0	1	0	0	1	0	0	0	0
