,district,page_number,taxpayer_men,taxpayer_women,no_tax_men,no_tax_women,in_russia_men,in_russia_women,total_men,total_women,independent,servants,unemployed,orthodox,other_christian,other_religion,draftable
209,Pantsarlaht,210,21.0,24,10.0,14.0,0.0,0.0,31,38,55.0,10.0,4.0,0.0,0.0,0.0,0.0
210,Pantsarlaht,211,15.0,26,4.0,7.0,0.0,0.0,19,33,25.0,16.0,11.0,2.0,0.0,0.0,1.0
211,Pantsarlaht,212,13.0,31,17.0,18.0,0.0,0.0,30,49,52.0,20.0,7.0,5.0,0.0,0.0,0.0
212,Pantsarlaht,213,11.0,26,8.0,6.0,0.0,0.0,19,32,30.0,16.0,5.0,6.0,0.0,0.0,1.0
213,Pantsarlaht,214,12.0,25,12.0,5.0,0.0,0.0,24,30,28.0,22.0,4.0,0.0,0.0,0.0,0.0
214,Pantsarlaht,215,9.0,24,5.0,14.0,0.0,0.0,14,38,21.0,25.0,6.0,0.0,0.0,0.0,1.0
215,Pantsarlaht,216,18.0,26,6.0,6.0,0.0,0.0,24,32,28.0,25.0,3.0,0.0,0.0,0.0,0.0
216,Pantsarlaht,217,17.0,25,2.0,5.0,0.0,0.0,19,30,20.0,5.0,24.0,1.0,0.0,0.0,1.0
217,Pantsarlaht,218,16.0,21,8.0,5.0,0.0,0.0,24,26,23.0,9.0,18.0,0.0,0.0,0.0,1.0
218,Pantsarlaht,219,18.0,26,10.0,8.0,0.0,0.0,28,34,30.0,8.0,24.0,0.0,0.0,0.0,1.0
219,Pantsarlaht,220,18.0,21,14.0,18.0,0.0,0.0,32,39,1.0,2.0,68.0,5.0,0.0,0.0,0.0
220,Pantsarlaht,221,23.0,22,15.0,15.0,0.0,0.0,38,37,5.0,1.0,69.0,1.0,0.0,0.0,0.0
221,Pantsarlaht,222,16.0,21,11.0,12.0,0.0,0.0,27,33,16.0,2.0,42.0,0.0,0.0,0.0,1.0
222,Pantsarlaht,223,17.0,18,18.0,16.0,0.0,0.0,35,34,20.0,1.0,48.0,1.0,0.0,0.0,1.0
223,Pantsarlaht,224,12.0,19,24.0,17.0,0.0,0.0,36,36,15.0,4.0,53.0,1.0,0.0,0.0,0.0
224,Pantsarlaht,225,25.0,16,8.0,9.0,0.0,0.0,33,25,21.0,1.0,36.0,1.0,0.0,0.0,3.0
225,Pantsarlaht,226,20.0,13,7.0,13.0,0.0,0.0,27,32,29.0,5.0,25.0,0.0,0.0,0.0,0.0
226,Pantsarlaht,227,15.0,16,10.0,6.0,0.0,0.0,25,19,16.0,2.0,26.0,0.0,0.0,0.0,0.0
227,Pantsarlaht,228,23.0,19,11.0,3.0,0.0,0.0,34,26,15.0,12.0,33.0,0.0,0.0,0.0,2.0
228,Pantsarlaht,229,16.0,17,11.0,8.0,0.0,0.0,27,25,19.0,12.0,21.0,10.0,0.0,0.0,0.0
229,Pantsarlaht,230,20.0,18,9.0,8.0,0.0,0.0,29,26,11.0,2.0,42.0,0.0,0.0,0.0,0.0
230,Pantsarlaht,231,22.0,20,10.0,6.0,0.0,0.0,32,26,19.0,1.0,38.0,3.0,0.0,0.0,3.0
231,Pantsarlaht,232,18.0,17,6.0,6.0,0.0,0.0,24,23,7.0,8.0,32.0,0.0,0.0,0.0,0.0
232,Pantsarlaht,233,22.0,20,12.0,13.0,0.0,0.0,34,33,23.0,18.0,26.0,1.0,0.0,0.0,0.0
233,Pantsarlaht,234,19.0,23,6.0,10.0,0.0,0.0,25,33,4.0,13.0,41.0,0.0,0.0,0.0,0.0
234,Pantsarlaht,235,13.0,20,10.0,11.0,0.0,0.0,23,31,33.0,3.0,18.0,0.0,0.0,0.0,1.0
235,Pantsarlaht,236,18.0,20,16.0,8.0,0.0,0.0,34,28,22.0,4.0,36.0,1.0,0.0,0.0,0.0
236,Pantsarlaht,237,6.0,6,6.0,8.0,0.0,0.0,12,14,6.0,0.0,20.0,0.0,0.0,0.0,0.0
237,Havi,238,18.0,28,20.0,20.0,0.0,0.0,38,48,7.0,79.0,0.0,0.0,0.0,0.0,1.0
238,Havi,239,10.0,11,6.0,14.0,0.0,0.0,16,25,0.0,40.0,1.0,0.0,0.0,0.0,0.0
239,Hiekka,240,12.0,19,5.0,10.0,0.0,0.0,17,29,21.0,8.0,17.0,0.0,0.0,0.0,0.0
240,Hiekka,241,20.0,12,6.0,7.0,0.0,0.0,26,19,12.0,12.0,21.0,3.0,0.0,0.0,0.0
241,Hiekka,242,19.0,19,13.0,19.0,0.0,0.0,32,38,22.0,19.0,29.0,1.0,0.0,0.0,1.0
242,Hiekka,243,19.0,19,15.0,3.0,0.0,0.0,34,22,12.0,4.0,40.0,8.0,0.0,0.0,0.0
243,Hiekka,244,8.0,9,9.0,6.0,0.0,0.0,17,15,13.0,4.0,15.0,3.0,0.0,0.0,0.0
244,Paulovski,245,8.0,7,3.0,10.0,0.0,0.0,11,17,14.0,3.0,11.0,5.0,0.0,0.0,1.0
