,district,page_number,taxpayer_men,taxpayer_women,no_tax_men,no_tax_women,in_russia_men,in_russia_women,total_men,total_women,independent,servants,unemployed,orthodox,other_christian,other_religion,draftable
202,Pantsarlahti,203,21,23.0,15.0,8.0,0.0,0.0,36,31.0,21.0,7.0,39.0,2.0,0.0,0.0,0.0
203,Pantsarlahti,204,24,20.0,10.0,12.0,0.0,0.0,34,32.0,19.0,7.0,40.0,0.0,0.0,0.0,0.0
204,Pantsarlahti,205,20,17.0,8.0,10.0,0.0,0.0,28,27.0,20.0,8.0,27.0,8.0,0.0,0.0,0.0
205,Pantsarlahti,206,25,23.0,13.0,10.0,0.0,0.0,38,33.0,15.0,4.0,52.0,0.0,0.0,0.0,1.0
206,Pantsarlahti,207,21,17.0,5.0,7.0,0.0,0.0,26,24.0,13.0,10.0,27.0,4.0,0.0,0.0,0.0
207,Pantsarlahti,208,20,20.0,12.0,13.0,0.0,0.0,32,33.0,17.0,7.0,41.0,0.0,0.0,0.0,1.0
208,Pantsarlahti,209,18,20.0,9.0,11.0,0.0,0.0,27,31.0,33.0,3.0,22.0,8.0,0.0,0.0,0.0
209,Pantsarlahti,210,20,26.0,12.0,21.0,0.0,0.0,32,47.0,25.0,9.0,45.0,0.0,0.0,0.0,0.0
210,Pantsarlahti,211,16,17.0,13.0,14.0,0.0,0.0,29,31.0,22.0,10.0,28.0,7.0,0.0,0.0,2.0
211,Pantsarlahti,212,19,16.0,12.0,16.0,0.0,0.0,31,32.0,18.0,1.0,44.0,0.0,0.0,0.0,0.0
212,Pantsarlahti,213,1,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
213,Havi,214,12,15.0,7.0,16.0,0.0,0.0,19,31.0,13.0,5.0,32.0,0.0,0.0,0.0,0.0
214,Havi,215,16,19.0,14.0,17.0,0.0,0.0,30,36.0,0.0,0.0,66.0,0.0,0.0,0.0,1.0
215,Hiekka,216,22,16.0,3.0,14.0,0.0,0.0,25,30.0,30.0,4.0,21.0,1.0,0.0,0.0,1.0
216,Hiekka,217,23,20.0,12.0,17.0,0.0,0.0,35,37.0,31.0,4.0,37.0,3.0,0.0,0.0,0.0
217,Hiekka,218,6,9.0,6.0,5.0,0.0,0.0,12,14.0,18.0,3.0,5.0,11.0,0.0,0.0,0.0
218,Hiekka_mlk,219,8,4.0,4.0,3.0,0.0,0.0,12,7.0,11.0,0.0,8.0,0.0,0.0,0.0,0.0
219,Hiekka_mlk,220,14,18.0,7.0,10.0,0.0,0.0,21,28.0,21.0,2.0,26.0,1.0,0.0,0.0,0.0
220,Hiekka_mlk,221,16,20.0,14.0,13.0,0.0,0.0,30,33.0,21.0,7.0,35.0,6.0,0.0,0.0,0.0
221,Hiekka_mlk,222,9,15.0,7.0,4.0,0.0,0.0,16,19.0,6.0,4.0,25.0,2.0,0.0,0.0,0.0
222,Paulovski,223,15,15.0,10.0,19.0,0.0,0.0,25,34.0,17.0,3.0,39.0,12.0,0.0,0.0,0.0
223,Paulovski,224,22,20.0,22.0,8.0,0.0,0.0,44,28.0,17.0,1.0,54.0,3.0,0.0,0.0,1.0
224,Paulovski,225,18,15.0,12.0,9.0,0.0,0.0,30,24.0,11.0,13.0,30.0,6.0,0.0,0.0,1.0
225,Paulovski,226,18,16.0,8.0,9.0,0.0,0.0,26,25.0,8.0,7.0,36.0,2.0,0.0,0.0,1.0
226,Paulovski,227,17,13.0,8.0,13.0,0.0,0.0,25,26.0,10.0,3.0,38.0,0.0,0.0,0.0,1.0
227,Paulovski,228,17,19.0,7.0,10.0,0.0,0.0,24,29.0,8.0,3.0,42.0,4.0,0.0,0.0,1.0
228,Paulovski,229,14,18.0,12.0,10.0,0.0,0.0,26,28.0,1.0,0.0,53.0,0.0,0.0,0.0,0.0
229,Paulovski,230,16,16.0,7.0,12.0,0.0,0.0,23,28.0,20.0,0.0,31.0,0.0,0.0,0.0,1.0
230,Paulovski,231,19,24.0,25.0,14.0,0.0,0.0,44,38.0,1.0,0.0,81.0,0.0,0.0,0.0,0.0
231,Paulovski,232,19,19.0,18.0,10.0,0.0,0.0,37,29.0,9.0,0.0,37.0,0.0,0.0,0.0,1.0
232,Paulovski,233,17,13.0,14.0,6.0,0.0,0.0,31,19.0,15.0,0.0,35.0,4.0,0.0,0.0,0.0
233,Pikiruukki,234,8,10.0,8.0,12.0,0.0,0.0,16,22.0,23.0,2.0,13.0,1.0,0.0,0.0,0.0
234,Pikiruukki,235,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
235,Likolampi,236,13,10.0,5.0,4.0,0.0,0.0,18,14.0,18.0,0.0,14.0,0.0,0.0,0.0,0.0
236,Likolampi,237,14,18.0,15.0,10.0,0.0,0.0,29,28.0,39.0,1.0,17.0,0.0,0.0,0.0,0.0
237,Likolampi,238,14,15.0,9.0,9.0,0.0,0.0,23,24.0,29.0,8.0,10.0,0.0,0.0,0.0,1.0
238,Likolampi,239,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
239,Saunalahti_mlk,240,15,10.0,5.0,10.0,0.0,0.0,20,20.0,16.0,1.0,23.0,2.0,0.0,0.0,0.0
240,Saunalahti_mlk,241,12,16.0,10.0,15.0,0.0,0.0,22,31.0,39.0,3.0,11.0,2.0,0.0,0.0,0.0
241,Saunalahti_mlk,242,12,10.0,9.0,9.0,0.0,0.0,21,19.0,19.0,0.0,21.0,0.0,0.0,0.0,0.0
242,Sorvalinsaari,243,11,9.0,5.0,5.0,0.0,0.0,16,14.0,10.0,7.0,13.0,3.0,1.0,0.0,0.0
243,Sorvalinsaari,244,13,13.0,10.0,5.0,0.0,0.0,23,18.0,16.0,4.0,21.0,3.0,0.0,0.0,1.0
244,Sorvalinsaari,245,7,9.0,5.0,4.0,0.0,0.0,12,13.0,4.0,0.0,21.0,1.0,0.0,0.0,0.0
245,Sorvalinsaari,246,8,14.0,1.0,5.0,0.0,0.0,9,19.0,6.0,4.0,18.0,3.0,0.0,0.0,0.0
246,Sorvalinsaari,247,10,10.0,7.0,7.0,0.0,0.0,17,17.0,1.0,3.0,30.0,0.0,0.0,0.0,0.0
247,Sorvalinsaari,248,9,5.0,5.0,3.0,0.0,0.0,14,8.0,13.0,1.0,8.0,3.0,0.0,0.0,0.0
248,Kolikkoinmäki,249,12,9.0,9.0,8.0,0.0,0.0,21,17.0,6.0,0.0,32.0,0.0,0.0,0.0,1.0
249,Kolikkoinmäki,250,19,9.0,2.0,9.0,0.0,0.0,43,28.0,38.0,10.0,23.0,0.0,0.0,0.0,0.0
250,Kolikkoinmäki,251,16,21.0,19.0,11.0,0.0,0.0,35,32.0,28.0,0.0,39.0,3.0,0.0,0.0,0.0
251,Kolikkoinmäki,252,18,17.0,14.0,14.0,0.0,0.0,32,31.0,32.0,1.0,30.0,0.0,0.0,0.0,1.0
252,Kolikkoinmäki,253,20,19.0,14.0,19.0,0.0,0.0,34,38.0,30.0,5.0,37.0,0.0,0.0,0.0,0.0
253,Kolikkoinmäki,254,20,18.0,16.0,21.0,0.0,0.0,36,39.0,42.0,0.0,33.0,0.0,0.0,0.0,0.0
254,Kolikkoinmäki,255,19,13.0,14.0,13.0,0.0,0.0,33,26.0,22.0,2.0,35.0,0.0,0.0,0.0,0.0
255,Kolikkoinmäki,256,21,19.0,15.0,17.0,0.0,0.0,36,36.0,32.0,1.0,39.0,0.0,0.0,0.0,0.0
256,Kolikkoinmäki,257,20,21.0,16.0,18.0,0.0,0.0,36,39.0,14.0,0.0,61.0,5.0,0.0,0.0,0.0
257,Kolikkoinmäki,258,20,18.0,17.0,21.0,0.0,0.0,37,39.0,41.0,1.0,34.0,4.0,0.0,0.0,0.0
258,Kolikkoinmäki,259,16,14.0,13.0,19.0,0.0,0.0,29,33.0,36.0,1.0,25.0,0.0,0.0,0.0,0.0
259,Kolikkoinmäki,260,15,16.0,10.0,15.0,0.0,0.0,25,31.0,32.0,0.0,24.0,0.0,0.0,0.0,0.0
260,Kolikkoinmäki,261,19,15.0,18.0,16.0,0.0,0.0,37,31.0,24.0,0.0,44.0,0.0,0.0,0.0,0.0
261,Kolikkoinmäki,262,6,4.0,2.0,4.0,0.0,0.0,8,8.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0
